UserID,TeamID,Position,TrustLevel,JoinDate
244135683537502208,0,Team Captain,7,2023-03-02 22:39:15
1054751237242880000,0,Member,3,2023-03-02 22:39:15
214158487712694273,0,Member,1,2023-03-02 22:39:15
244135683537502208,3,Member,1,2023-03-02 22:39:15
1054751237242880000,3,Team Captain,7,2023-03-02 22:39:15
291985986274197505,4,Captain,7,2023-02-06 21:10:05
244135683537502208,4,Member,1,2023-02-06 21:11:30
